card_description_id,card_id,subject_id,card_subject_description
371,75,1,"Về khía cạnh sức khỏe, Page of Wands hàm ý một nhu cầu cần hành động. Bạn sẽ phải nỗ lực đôi chút để cải thiện tình trạng sức khỏe của mình. Hãy xem xét xem liệu bạn có cần luyện tập thể dục nhiều hơn không? Liệu bạn có cần tìm hiểu về các kiến thức dinh dưỡng để đảm bảo mình ăn uống tốt hơn không? Hãy nhớ bạn luôn có sẵn các nguồn tham khảo bổ ích. Không điều gì có thể thay đổi nếu bạn chỉ ngồi một chỗ và mong ước mọi thứ thay đổi theo hướng tốt hơn. Hãy kiểm soát cuộc sống của mình. Ban đầu sẽ không dễ dàng lắm, nhưng rồi bạn sẽ có thể làm được thôi."
372,75,2,"Tình hình tiền bạc của bạn có khuynh hướng tốt dần lên khi lá bài này xuất hiện trong một câu hỏi về tài chính. Lợi nhuận kèm theo tiền lãi từ những gì bạn đã đầu tư vào các phi vụ (theo dạng năng lượng tốt) nhiều khả năng sắp tìm đến với bạn. Đây là thời điểm rất tốt để bắt đầu lên kế hoạch lâu dài, ngay cả khi bạn mới chỉ đôi mươi. Bạn muốn đạt được gì về mặt tài chính năm 30 tuổi? Bạn sẽ khiến mục tiêu đó xảy ra như thế nào?"
373,75,3,"Những thông điệp yêu đương và cảm giác được yêu có thể đang đến với bạn. Nếu bạn đang một mình, một người bạn theo đuổi vốn rất ưa mạo hiểm có thể xuất hiện trong thế giới của bạn. Hãy nắm lấy cơ hội đó, nhưng chỉ khi bạn đã sẵn sàng. Nếu bạn đã có một mối quan hệ tình cảm gắn bó nhiều hứa hẹn mà không cảm thấy hạnh phúc, thì đây là thời điểm để bắt đầu quyết định xem liệu mối quan hệ đó có thể được cứu vãn hay không, và bạn sẽ cố gắng hàn gắn trong bao lâu. Cả hai bên cần phải sẵn sàng hợp tác cùng trong trong một mối quan hệ. Nếu người yêu bạn không làm vậy, thì đây có thể là thời điểm để từ bỏ cuộc tình này."
374,75,4,"Về công việc, lá bài này có thể thể hiện một người phụ nữ nào đó sẵn sàng giúp đỡ bạn. Người phụ nữ ấy cũng có thể là một cô bé nhỏ tuổi hơn bạn – nhỏ hơn ở đây có thể chỉ bằng vài ngày hoặc vài tuần. Nếu bạn đang chờ đợi một quyết định về một công việc mà bạn đã nộp đơn ứng tuyển, thì việc lá bài này xuất hiện gần như là một tin tốt. Công việc cũng có thể sẽ tốt hơn và thú vị hơn bạn mong đợi."
375,75,5,"Đây có thể là thời điểm của sự sáng tạo dành cho bạn, và là một thời điểm tốt để bạn trở về tuổi thơ của mình – ngày mà những mơ ước, chơi đùa, sáng tạo chiếm trọn thời gian của bạn. Bạn sẽ không bao giờ biết được sự sáng tạo của mình ở thời điểm này sẽ dẫn đến đâu, nhưng dù sao đi nữa, bạn cũng sẽ tận hưởng được niềm vui, đồng thời cuộc chơi này sẽ làm phong phú thêm cho cuộc sống của bạn."
376,76,1,"Tình trạng sức khỏe của bạn khá ổn, nhưng hãy cẩn thận khi luyện tập, vì lá Knight of Wands đôi khi cũng có thể ám chỉ nguy cơ gặp phải một thương tích nhẹ. Nếu bạn đang trong quá trình bình phục khỏi một căn bệnh, thì đừng làm việc quá nhiều, hay vội vàng trở lại ngay nhịp sống bình thường. Hãy kiên nhẫn. Chậm mà chắc."
377,76,2,"Tiền bạc sẽ tuôn chảy vào tài khản của bạn dễ dàng hơn khi lá bài này xuất hiện. Tình hình tài chính của bạn nhìn chung sẽ dần tốt lên. Tuy vậy, hãy nên dành dụm lại một ít. Hãy cắt bớt các khoản chi tiêu ít quan trọng nếu được."
378,76,3,"Bạn có thể gặp một đối tượng mới thông qua công việc của mình. Người mới này có thể có mái tóc màu hơi sáng. Còn nếu hiện tại bạn đã đang trong một mối quan hệ gắn kết với một ai đó, hãy đảm bảo rằng các cuộc nói chuyện giữa bạn và người đó luôn rõ ràng nhất có thể. Hãy hẹn hò nhiều hơn để dành thời gian nói chuyện với nhau. Điều này về căn bản sẽ giúp cải thiện cảm giác gần gũi thân thuộc của hai bạn."
379,76,4,"Bạn có thể được yêu cầu đi công tác, thực chất là du lịch kết hợp công việc. Đây là một cơ hội rất tốt, bạn sẽ có những khoảng khắc tuyệt vời và đáng nhớ. Mọi tin tức liên quan đến công việc đều tốt đẹp. Nếu bạn đang mong đợi kết quả của một hay vài buổi phỏng vấn trước đây thì bạn có thể tin vào khả năng lớn là bạn sắp được nhận vào một vị trí mơ ước. Về tổng thể khía cạnh công việc, đây sẽ là thời điểm tốt của bạn."
380,76,5,"Bạn có thể bất ngờ được ai đó giới thiệu một phương pháp mới để nhìn nhận mọi thứ theo khía cạnh tinh thần khiến bạn chú ý sâu sắc. Tuy vậy hãy dành chút thời gian để tìm hiểu và khám phá “phương pháp mới” này trước khi dành nhiều thời gian hay tiền bạc cho nó. Hãy đóng góp đôi chút tiền bạc, thời gian và năng lượng, nếu có thể, cho những nghi thức tinh thần/tâm linh mà bạn có niềm tin. Đó là một trong những phương án cầu nguyện tốt."
381,77,1,"Nhìn chung lá Queen of Wands là một dấu hiệu rất tích cực về sức khỏe. Mức năng lượng và sức sống của bạn đều tốt đẹp; và nếu hiện tại bạn có thể cho phép mình mang thai, thì cho dù bạn có sẵn sàng hay chưa, Queen of Wands cũng vẫn sẽ là lời dự báo cho bạn biết rằng bạn sẽ được thụ thai sớm. Do đó, nếu chưa sẵn sàng làm cha mẹ ngay lúc này, bạn biết mình nên làm gì để tránh có em bé rồi đấy! Bạn dường như có đôi chút quá khích khi lá Queen này xuất hiện, hãy dành thời gian để nghỉ ngơi và thư giãn, cho dù có bất kể chuyện gì xảy ra."
382,77,2,"Bạn có thể đang có cảm giác muốn say sưa mua sắm khi lá bài Queen này xuất hiện. Nếu vậy, hãy tập điều độ lại nếu không bạn sẽ hối tiếc về cách chi tiêu của mình. Điều này không có nghĩa tiền bạc là xấu, nó chỉ có nghĩa rằng bạn chưa suy nghĩ thật kỹ trước khi chi tiền. Hãy bắt đầu tiết giảm từ những khoản chi cho những món đồ đạc xung quanh nhà bạn. Tuy nhiên, tu bổ, trang trí lại nhà cửa không cần phải chi tiêu quá nhiều. Hãy sử dụng đồng tiền một cách sáng tạo."
383,77,3,"Lá bài Queen of Wands là một dấu hiệu rất tích cực trong bối cảnh một câu hỏi về mối quan hệ yêu đương. Nếu bạn đang tìm kiếm người yêu, lá bài cho biết bạn sẽ gặp được ai đó thích hợp thông qua một người quen biết. Nếu hiện bạn không cảm thấy tự tin là chính mình, hãy tìm cách thoát khỏi mớ cảm xúc hỗn độn và không có lợi này, tin tưởng nhiều hơn vào bản thân và rồi vũ trụ sẽ mang đến bạn một tình yêu phù hợp và những hỗ trợ cần thiết mà bạn muốn và cần."
384,77,4,"Khi Queen of Wands xuất hiện trong giải bài tarot về công việc, đó có thể là thông điệp cho biết rằng bạn sắp đạt được một thỏa thuận đáng chú ý chỉ trong một khoảng thời gian ngắn nữa thôi. Đây là một dấu hiệu rất tích cực. Nếu bạn đang tìm việc, thì lá Queen có thể hàm ý sẽ có một người phụ nữ giúp bạn tìm kiếm được một vị trí công việc mới. Trên hết, mọi thứ sẽ thăng tiến một cách chuyên nghiệp."
385,77,5,"Có thể bạn bất ngờ trở nên khao khát trải nghiệm về mặt tinh thần khi lá Queen of Wands xuất hiện. Dù không có gì sai trái, nhưng cần nhớ đừng để bản thân bị lôi cuốn vào suy nghĩ rằng bạn đột nhiên nhận thấy câu trả lời “thiêng liêng” cho toàn bộ những gì bạn tìm kiếm cho cuộc đời mình và rồi từ bỏ mọi thứ mà bạn có để gia nhập vào một cộng đồng tinh thần/tâm linh ở một nước khác. Hãy dành thời gian, đọc và suy ngẫm, nói chuyện với nhiều người, trước khi có những thay đổi lớn trong cuộc đời. Những khám phá của bạn là rất đáng trân trọng. Hãy nhớ việc đưa ra những quyết định lớn giữa chừng và đột ngột mang tính thay đổi cuộc sống mà không suy xét kỹ lưỡng sẽ có thể đem lại nhiều bất lợi cho bản thân bạn."
386,78,1,"King of Wands là lời thông điệp tràn trề sức sống. Nhưng đồng thời lá bài cũng mang một lời cảnh báo đừng làm quá sức hoặc sử dụng sức lực của cơ thể bạn vượt quá khả năng thực tế; sự nghỉ ngơi và hồi phục cũng là một phần quan trọng của sức khỏe. Hãy dành thời gian để kiểm tra lại cảm giác thực sự của bạn là gì, và bạn đang ở đúng vị trí chưa. Sự giận dữ và những cảm xúc tiêu cực có thể không có lợi cho sức khỏe của bạn. Hãy cho phép bản thân bạn cảm nhận được điều bạn đang cảm nhận, nhưng chỉ theo một hướng tích cực."
387,78,2,"Lá bài King of Wands là một dấu hiệu hoàn toàn tích cực về mặt tài chính. Bạn có thể khám phá ra một khả năng mà bạn đã không biết mình có (và khả năng đó có thể sinh ra rất nhiều tiền cho bạn). Nếu bạn từng có suy nghĩ về việc tự khởi nghiệp, vậy thì đây có thể là một thời điểm rất tốt để bắt đầu. Đừng nên liều lĩnh nhảy vào một lĩnh vực hay khoản đầu tư nào đó nếu bạn chưa đặt mình trong vị trí đó – hãy bắt đầu từ chính bạn. Đọc, nghiên cứu, nói chuyện với những người khác về việc thực hiện cái bạn nghĩ bạn đang muốn làm. Tuy nhiên, đừng sợ hãi những giấc mơ lớn. Lòng dũng cảm bản thân nó luôn có sức mạnh."
388,78,3,"Xét trong bối cảnh về tình yêu, King of Wands là một dấu hiệu tuyệt vời. Ông ta hàm ý rằng một ai đó mà bạn đang quan tâm đến cũng có cảm giác che chở và quan tâm về bạn, và rằng họ cũng muốn làm hết sức có thể để tạo điều kiện cho mối quan hệ giữa người ấy và bạn phát triển tốt  Hiện tại bạn có thể đang tập trung nhiều hơn cho công việc / sự nghiệp của bạn, nhưng hãy dành thời gian cho chuyện tình cảm (ngay cả khi bạn đang cô đơn) nếu không bạn sẽ chỉ biết đến công việc như thứ duy nhất trong cuộc sống mình."
389,78,4,"Trong bối cảnh câu hỏi về công việc, King of Wands có thể chỉ một người đàn ông có khả năng cố vấn cho bạn. Đây là người mà bạn có thể tin tưởng được, dù ở một mức độ nào đó, các kỹ năng về con người của anh ta có thể hơi thiếu tinh tế. Hãy học hỏi những gì có thể từ anh ta nhưng đồng thời cũng hãy chú ý tập trung vào những điểm bạn muốn bản thân mình làm theo định hướng khác với anh ta. Nhìn chung, mọi thứ nên đươc tiến hành một cách khôn ngoan, và nếu bạn đang tìm kiếm việc làm, King of Wands sẽ là một dấu hiệu rất tích cực cho biết rằng bạn sẽ sắp nhận được một vị trí công việc mới mà bạn sẽ hài lòng."
